Qué,Pregunta,Respuesta,Nivel CSV,Nivel en el juego
respuesta añadida,Nombra una aerolínea,Air Moldova,,3
respuesta añadida,Nombra una aerolínea,TAROM,,3
respuesta añadida,Nombra una aerolínea,Bulgaria Air,,3
respuesta añadida,Nombra una aerolínea,Olympic Air,,3
respuesta añadida,Nombra una aerolínea,Cyprus Airways,,3
respuesta añadida,Nombra una aerolínea,Air Corsica,,3
respuesta añadida,Nombra una aerolínea,Corsair,,3
respuesta añadida,Nombra una aerolínea,French Bee,,3
respuesta añadida,Nombra una aerolínea,Loganair,,3
respuesta añadida,Nombra una aerolínea,Air Malta,,3
respuesta añadida,Nombra una aerolínea,Flybe,,3
respuesta añadida,Nombra una aerolínea,Monarch,,3
respuesta añadida,Nombra una aerolínea,Thomas Cook Airlines,,3
respuesta añadida,Nombra una aerolínea,Spanair,,3
respuesta añadida,Nombra una aerolínea,Air Madrid,,3
respuesta añadida,Nombra una aerolínea,Aigle Azur,,3
respuesta añadida,Nombra una aerolínea,Pan Am,,3
respuesta añadida,Nombra una aerolínea,TWA,,3
respuesta añadida,Nombra un deporte acuático,Natación sincronizada,,1
respuesta añadida,Nombra un deporte acuático,Buceo con botella,,1
respuesta añadida,Nombra un deporte acuático,Snorkel,,1
respuesta añadida,Nombra un deporte acuático,Piragua,,1
respuesta añadida,Nombra un deporte acuático,Stand up paddle,,2
respuesta añadida,Nombra un deporte acuático,Motos de agua,,2
respuesta añadida,Nombra un deporte acuático,Parasailing,,2
respuesta añadida,Nombra un deporte acuático,Flyboard,,2
respuesta añadida,Nombra un deporte acuático,Esquí náutico,,2
respuesta añadida,Nombra un deporte acuático,Descenso de ríos,,2
respuesta añadida,Nombra un deporte acuático,Barranquismo,,2
respuesta añadida,Nombra un deporte acuático,Hidropedal,,2
respuesta añadida,Nombra un deporte acuático,Vela ligera,,2
respuesta añadida,Nombra un deporte acuático,Traineras,,2
respuesta añadida,Nombra un deporte acuático,Remo olímpico,,2
respuesta añadida,Nombra un deporte acuático,Saltos de acantilado,,2
respuesta añadida,Nombra un deporte acuático,Hockey subacuático,,3
respuesta añadida,Nombra un deporte acuático,Rugby subacuático,,3
respuesta añadida,Nombra un deporte acuático,Polo acuático,,3
respuesta añadida,Nombra un deporte acuático,Aquagym,,3
respuesta añadida,Nombra un deporte acuático,Natación con aletas,,3
respuesta añadida,Nombra un deporte acuático,Kitefoil,,3
respuesta añadida,Nombra un deporte acuático,Windfoil,,3
respuesta añadida,Nombra un deporte acuático,Tubing,,3
respuesta añadida,Nombra un deporte acuático,Flysurf,,3
respuesta añadida,Nombra un deporte acuático,Paddleboard,,3
respuesta añadida,Nombra un deporte de raqueta o de pelota,Pala,,1
respuesta añadida,Nombra un deporte de raqueta o de pelota,Raquetbol,,2
respuesta añadida,Nombra un deporte de raqueta o de pelota,Squash 57,,2
respuesta añadida,Nombra un deporte de raqueta o de pelota,Beach tennis,,3
respuesta añadida,Nombra un deporte de raqueta o de pelota,Racketlon,,3
respuesta añadida,Nombra un deporte de raqueta o de pelota,Platform tennis,,3
respuesta añadida,Nombra un deporte de raqueta o de pelota,Tenis en silla de ruedas,,3
respuesta añadida,Nombra un deporte de raqueta o de pelota,Bádminton de playa,,3
respuesta añadida,Nombra un deporte de raqueta o de pelota,Jeu de paume,,3
respuesta añadida,Nombra un deporte de raqueta o de pelota,Rackets,,3
respuesta añadida,Nombra un deporte de raqueta o de pelota,Fives,,3
respuesta añadida,Nombra una videoconsola,PS5,,1
respuesta añadida,Nombra una videoconsola,PS4,,1
respuesta añadida,Nombra una videoconsola,PS3,,1
respuesta añadida,Nombra una videoconsola,PS2,,1
respuesta añadida,Nombra una videoconsola,PS1,,1
respuesta añadida,Nombra una videoconsola,Switch,,1
respuesta añadida,Nombra una videoconsola,Nintendo Switch 2,,1
respuesta añadida,Nombra una videoconsola,Xbox One X,,2
respuesta añadida,Nombra una videoconsola,Xbox One S,,2
respuesta añadida,Nombra una videoconsola,PlayStation 4 Pro,,2
respuesta añadida,Nombra una videoconsola,PlayStation 5 Pro,,2
respuesta añadida,Nombra una videoconsola,PlayStation Portal,,2
respuesta añadida,Nombra una videoconsola,Steam Deck,,2
respuesta añadida,Nombra una videoconsola,New Nintendo 3DS,,2
respuesta añadida,Nombra una videoconsola,Nintendo DSi,,2
respuesta añadida,Nombra una videoconsola,Game & Watch,,2
respuesta añadida,Nombra una videoconsola,Game Gear,,2
respuesta añadida,Nombra una videoconsola,Mega CD,,2
respuesta añadida,Nombra una videoconsola,Sega 32X,,2
respuesta añadida,Nombra una videoconsola,Atari Jaguar,,2
respuesta añadida,Nombra una videoconsola,Atari Lynx,,2
respuesta añadida,Nombra una videoconsola,Meta Quest,,2
respuesta añadida,Nombra una videoconsola,Ouya,,2
respuesta añadida,Nombra una videoconsola,Virtual Boy,,2
respuesta añadida,Nombra una videoconsola,WonderSwan,,3
respuesta añadida,Nombra una videoconsola,N-Gage,,3
respuesta añadida,Nombra una videoconsola,CD-i,,3
respuesta añadida,Nombra una videoconsola,Amiga CD32,,3
respuesta añadida,Nombra una videoconsola,Magnavox Odyssey,,3
respuesta añadida,Nombra una videoconsola,Vectrex,,3
respuesta añadida,Nombra una videoconsola,Sega SG-1000,,3
respuesta añadida,Nombra una videoconsola,Sega Pico,,3
respuesta añadida,Nombra una videoconsola,PocketStation,,3
respuesta añadida,Nombra una videoconsola,Nintendo 64DD,,3
respuesta añadida,Nombra una videoconsola,Pippin,,3
respuesta añadida,Nombra una videoconsola,Evercade,,3
respuesta añadida,Nombra una videoconsola,Analogue Pocket,,3
respuesta añadida,Nombra una videoconsola,Playdate,,3
respuesta añadida,Nombra una videoconsola,ROG Ally,,3
respuesta añadida,Nombra una videoconsola,Legion Go,,3
respuesta añadida,Nombra un videojuego de recreativa,Super Mario Bros.,,1
respuesta añadida,Nombra un videojuego de recreativa,Arkanoid,,1
respuesta añadida,Nombra un videojuego de recreativa,Bomberman,,1
respuesta añadida,Nombra un videojuego de recreativa,Street Fighter,,1
respuesta añadida,Nombra un videojuego de recreativa,Mario Kart Arcade,,1
respuesta añadida,Nombra un videojuego de recreativa,Hang-On,,2
respuesta añadida,Nombra un videojuego de recreativa,Pole Position,,2
respuesta añadida,Nombra un videojuego de recreativa,Tron,,2
respuesta añadida,Nombra un videojuego de recreativa,Rampage,,2
respuesta añadida,Nombra un videojuego de recreativa,Marble Madness,,2
respuesta añadida,Nombra un videojuego de recreativa,Spy Hunter,,2
respuesta añadida,Nombra un videojuego de recreativa,Commando,,2
respuesta añadida,Nombra un videojuego de recreativa,Ghosts 'n Goblins,,2
respuesta añadida,Nombra un videojuego de recreativa,1943,,2
respuesta añadida,Nombra un videojuego de recreativa,Rastan,,2
respuesta añadida,Nombra un videojuego de recreativa,Shinobi,,2
respuesta añadida,Nombra un videojuego de recreativa,Altered Beast,,2
respuesta añadida,Nombra un videojuego de recreativa,Puzzle Bobble,,2
respuesta añadida,Nombra un videojuego de recreativa,Cadillacs and Dinosaurs,,2
respuesta añadida,Nombra un videojuego de recreativa,Captain Commando,,2
respuesta añadida,Nombra un videojuego de recreativa,The King of Fighters,,2
respuesta añadida,Nombra un videojuego de recreativa,Samurai Shodown,,2
respuesta añadida,Nombra un videojuego de recreativa,Fatal Fury,,2
respuesta añadida,Nombra un videojuego de recreativa,Killer Instinct,,2
respuesta añadida,Nombra un videojuego de recreativa,NBA Jam,,2
respuesta añadida,Nombra un videojuego de recreativa,Mortal Kombat II,,2
respuesta añadida,Nombra un videojuego de recreativa,Dance Dance Revolution,,2
respuesta añadida,Nombra un videojuego de recreativa,Point Blank,,2
respuesta añadida,Nombra un videojuego de recreativa,Silent Scope,,2
respuesta añadida,Nombra un videojuego de recreativa,Sega Rally,,2
respuesta añadida,Nombra un videojuego de recreativa,Ridge Racer,,2
respuesta añadida,Nombra un videojuego de recreativa,Tekken 3,,2
respuesta añadida,Nombra un videojuego de recreativa,Virtua Striker,,2
respuesta añadida,Nombra un videojuego de recreativa,Pang,,2
respuesta añadida,Nombra un videojuego de recreativa,Wonder Boy,,3
respuesta añadida,Nombra un videojuego de recreativa,Alien Syndrome,,3
respuesta añadida,Nombra un videojuego de recreativa,Space Harrier,,3
respuesta añadida,Nombra un videojuego de recreativa,Galaxian,,3
respuesta añadida,Nombra un videojuego de recreativa,Moon Patrol,,3
respuesta añadida,Nombra un videojuego de recreativa,Kung-Fu Master,,3
respuesta añadida,Nombra un videojuego de recreativa,Bad Dudes,,3
respuesta añadida,Nombra un videojuego de recreativa,Shadow Dancer,,3
respuesta añadida,Nombra un videojuego de recreativa,Toki,,3
respuesta añadida,Nombra un videojuego de recreativa,Snow Bros.,,3
respuesta añadida,Nombra un videojuego de recreativa,Tumblepop,,3
respuesta añadida,Nombra un videojuego de recreativa,Puzzle Fighter,,3
respuesta añadida,Nombra un videojuego de recreativa,Darkstalkers,,3
respuesta añadida,Nombra un videojuego de recreativa,Marvel vs. Capcom,,3
respuesta añadida,Nombra un videojuego de recreativa,Metal Slug X,,3
respuesta añadida,Nombra un videojuego de recreativa,Aero Fighters,,3
respuesta añadida,Nombra un videojuego de recreativa,Elevator Action,,3
respuesta añadida,Nombra un videojuego de recreativa,Bosconian,,3
respuesta añadida,Nombra un videojuego de recreativa,Scramble,,3
respuesta añadida,Nombra un videojuego de recreativa,Berzerk,,3
respuesta añadida,Nombra un videojuego de recreativa,Lunar Lander,,3
respuesta añadida,Nombra un videojuego de recreativa,Battlezone,,3
respuesta añadida,Nombra un videojuego de recreativa,Tapper,,3
respuesta añadida,Nombra un videojuego de recreativa,Punch-Out!!,,3
respuesta añadida,Nombra un videojuego de recreativa,Karate Champ,,3
respuesta añadida,Nombra un videojuego de recreativa,Yie Ar Kung-Fu,,3
respuesta añadida,Nombra un videojuego de recreativa,Circus Charlie,,3
respuesta añadida,Nombra un videojuego de recreativa,Sly Spy,,3
respuesta añadida,Nombra un videojuego de recreativa,Vendetta,,3
respuesta añadida,Nombra un personaje de Super Mario,Cheep Cheep,,2
respuesta añadida,Nombra un personaje de Super Mario,Blooper,,2
respuesta añadida,Nombra un personaje de Super Mario,Spiny,,2
respuesta añadida,Nombra un personaje de Super Mario,Buzzy Beetle,,2
respuesta añadida,Nombra un personaje de Super Mario,Bullet Bill,,2
respuesta añadida,Nombra un personaje de Super Mario,Destello,,3
respuesta añadida,Nombra un personaje de Super Mario,Dixie Kong,,3
respuesta añadida,Nombra un personaje de Super Mario,Candy Kong,,3
respuesta añadida,Nombra un personaje de Super Mario,Koopalings,,3
respuesta añadida,Nombra un personaje de Super Mario,Kammy Koopa,,3
respuesta añadida,Nombra un personaje de Super Mario,Profesor E. Gadd,,3
respuesta añadida,Nombra un personaje de Super Mario,Cappy,,3
respuesta añadida,Nombra un personaje de Super Mario,Tiara,,3
respuesta añadida,Nombra un personaje de Super Mario,Príncipe Florián,,3
respuesta añadida,Nombra un personaje de Super Mario,Cackletta,,4
respuesta añadida,Nombra un personaje de Super Mario,Dimentio,,4
respuesta añadida,Nombra un personaje de Super Mario,Conde Cenizo,,4
respuesta añadida,Nombra un personaje de Super Mario,Tatanga,,4
respuesta añadida,Nombra un personaje de Super Mario,Smithy,,4
respuesta añadida,Nombra un personaje de Super Mario,Mallow,,4
respuesta añadida,Nombra un personaje de Super Mario,Bowletta,,4
respuesta añadida,Nombra un personaje de Super Mario,Popple,,4
respuesta añadida,Nombra un personaje de Super Mario,Mario Oscuro,,4
respuesta añadida,Nombra un personaje de Super Mario,Wart,,4
respuesta añadida,Nombra un personaje de Super Mario,Mouser,,4
respuesta añadida,Nombra un personaje de Super Mario,Tryclyde,,4
respuesta añadida,Nombra un personaje de Super Mario,Spike,,4
respuesta añadida,Nombra un personaje de Disney,Pinocho,,1
respuesta añadida,Nombra un personaje de Disney,Genio,,1
respuesta añadida,Nombra un personaje de Disney,Gastón,,1
respuesta añadida,Nombra un personaje de Disney,Rafiki,,1
respuesta añadida,Nombra un personaje de Disney,Sebastián,,1
respuesta añadida,Nombra un personaje de Disney,Flounder,,1
respuesta añadida,Nombra un personaje de Disney,Quasimodo,,1
respuesta añadida,Nombra un personaje de Disney,Alicia,,1
respuesta añadida,Nombra un personaje de Disney,Sombrerero Loco,,1
respuesta añadida,Nombra un personaje de Disney,Reina de Corazones,,1
respuesta añadida,Nombra un personaje de Disney,Wendy,,1
respuesta añadida,Nombra un personaje de Disney,Hada Madrina,,1
respuesta añadida,Nombra un personaje de Disney,Kristoff,,1
respuesta añadida,Nombra un personaje de Disney,Sven,,1
respuesta añadida,Nombra un personaje de Disney,Robin Hood,,1
respuesta añadida,Nombra un personaje de Disney,Rompe Ralph,,1
respuesta añadida,Nombra un personaje de Disney,Mary Poppins,,1
respuesta añadida,Nombra un personaje de Disney,Tambor,,1
respuesta añadida,Nombra un personaje de Disney,Rey Tritón,,2
respuesta añadida,Nombra un personaje de Disney,Zazu,,2
respuesta añadida,Nombra un personaje de Disney,Gato de Cheshire,,2
respuesta añadida,Nombra un personaje de Disney,Conejo Blanco,,2
respuesta añadida,Nombra un personaje de Disney,Madrastra,,2
respuesta añadida,Nombra un personaje de Disney,Príncipe Azul,,2
respuesta añadida,Nombra un personaje de Disney,Chip y Chop,,2
respuesta añadida,Nombra un personaje de Disney,Príncipe Juan,,2
respuesta añadida,Nombra un personaje de Disney,Hans,,2
respuesta añadida,Nombra un personaje de Disney,Megara,,2
respuesta añadida,Nombra un personaje de Disney,Pegaso,,2
respuesta añadida,Nombra un personaje de Disney,Filoctetes,,2
respuesta añadida,Nombra un personaje de Disney,Abu,,2
respuesta añadida,Nombra un personaje de Disney,Iago,,2
respuesta añadida,Nombra un personaje de Disney,Lumière,,2
respuesta añadida,Nombra un personaje de Disney,Ding Dong,,2
respuesta añadida,Nombra un personaje de Disney,Señora Potts,,2
respuesta añadida,Nombra un personaje de Disney,Vanellope,,2
respuesta añadida,Nombra un personaje de Disney,Judy Hopps,,2
respuesta añadida,Nombra un personaje de Disney,Nick Wilde,,2
respuesta añadida,Nombra un personaje de Disney,Flash,,2
respuesta añadida,Nombra un personaje de Disney,Pascal,,2
respuesta añadida,Nombra un personaje de Disney,Madre Gothel,,2
respuesta añadida,Nombra un personaje de Disney,Maximus,,2
respuesta añadida,Nombra un personaje de Disney,Heihei,,2
respuesta añadida,Nombra un personaje de Disney,Tamatoa,,2
respuesta añadida,Nombra un personaje de Disney,Naveen,,2
respuesta añadida,Nombra un personaje de Disney,Dr. Facilier,,2
respuesta añadida,Nombra un personaje de Disney,Nani,,2
respuesta añadida,Nombra un personaje de Disney,Shang,,2
respuesta añadida,Nombra un personaje de Disney,Jane,,2
respuesta añadida,Nombra un personaje de Disney,Frollo,,2
respuesta añadida,Nombra un personaje de Disney,Timoteo,,2
respuesta añadida,Nombra un personaje de Disney,Flor,,2
respuesta añadida,Nombra un personaje de Disney,Duquesa,,2
respuesta añadida,Nombra un personaje de Disney,Marie,,2
respuesta añadida,Nombra un personaje de Disney,Merlín,,2
respuesta añadida,Nombra un personaje de Disney,Tod,,2
respuesta añadida,Nombra un personaje de Disney,Toby,,2
respuesta añadida,Nombra un personaje de Disney,Rey Louie,,2
respuesta añadida,Nombra un personaje de Disney,Clarabella,,2
respuesta añadida,Nombra un personaje de Disney,Horacio,,2
respuesta añadida,Nombra un personaje de Disney,Gepetto,,2
respuesta añadida,Nombra un personaje de Disney,Gruñón,,2
respuesta añadida,Nombra un personaje de Disney,Mudito,,2
respuesta añadida,Nombra un personaje de Disney,Sabio,,2
respuesta añadida,Nombra un personaje de Disney,Feliz,,2
respuesta añadida,Nombra un personaje de Disney,Dormilón,,2
respuesta añadida,Nombra un personaje de Disney,Tímido,,2
respuesta añadida,Nombra un personaje de Disney,Mocoso,,2
respuesta añadida,Nombra un personaje de Disney,Reina Malvada,,2
respuesta añadida,Nombra un personaje de Disney,Eric,,2
respuesta añadida,Nombra un personaje de Disney,Sultán,,2
respuesta añadida,Nombra un personaje de Disney,Felipe,,2
respuesta añadida,Nombra un personaje de Disney,"Flora, Fauna y Primavera",,2
respuesta añadida,Nombra un personaje de Disney,Pepa Madrigal,,2
respuesta añadida,Nombra un personaje de Disney,Christopher Robin,,2
respuesta añadida,Nombra un personaje de Disney,Sisu,,3
respuesta añadida,Nombra un personaje de Disney,Asha,,3
respuesta añadida,Nombra un personaje de Disney,Ray,,3
respuesta añadida,Nombra un personaje de Disney,Jumba,,3
respuesta añadida,Nombra un personaje de Disney,Pleakley,,3
respuesta añadida,Nombra un personaje de Disney,Pacha,,3
respuesta añadida,Nombra un personaje de Disney,Cri-Kee,,3
respuesta añadida,Nombra un personaje de Disney,Terk,,3
respuesta añadida,Nombra un personaje de Disney,Kerchak,,3
respuesta añadida,Nombra un personaje de Disney,Febo,,3
respuesta añadida,Nombra un personaje de Disney,"Hugo, Víctor y Laverne",,3
respuesta añadida,Nombra un personaje de Disney,O'Malley,,3
respuesta añadida,Nombra un personaje de Disney,Berlioz,,3
respuesta añadida,Nombra un personaje de Disney,Toulouse,,3
respuesta añadida,Nombra un personaje de Disney,Bernardo y Bianca,,3
respuesta añadida,Nombra un personaje de Disney,Basil,,3
respuesta añadida,Nombra un personaje de Disney,Arquímedes,,3
respuesta añadida,Nombra un personaje de Disney,Arturo,,3
respuesta añadida,Nombra un personaje de Disney,Oliver,,3
respuesta añadida,Nombra un personaje de Disney,Pequeño Juan,,3
respuesta añadida,Nombra un personaje de Disney,Sheriff de Nottingham,,3
respuesta añadida,Nombra un personaje de Disney,Fígaro,,3
respuesta añadida,Nombra un personaje de Disney,Cleo,,3
respuesta añadida,Nombra un personaje de Disney,Monstruo,,3
respuesta añadida,Nombra un personaje de Disney,Anastasia y Drizella,,3
respuesta añadida,Nombra un personaje de Disney,Gus,,3
respuesta añadida,Nombra un personaje de Disney,Jaq,,3
respuesta añadida,Nombra un personaje de Disney,Lucifer,,3
respuesta añadida,Nombra un personaje de Disney,Abuela Alma,,3
respuesta añadida,Nombra un personaje de Disney,Antonio Madrigal,,3
respuesta añadida,Nombra un personaje de Disney,Conejo,,3
respuesta añadida,Nombra un personaje de Disney,Búho,,3
respuesta añadida,Nombra un personaje de Disney,Cangu y Rito,,3
respuesta añadida,Nombra un personaje de Disney,Taron,,4
respuesta añadida,Nombra un personaje de Disney,Dodger,,4
respuesta añadida,Nombra un personaje de Pixar,Andy,,1
respuesta añadida,Nombra un personaje de Pixar,Emperador Zurg,,1
respuesta añadida,Nombra un personaje de Pixar,Marcianitos,,1
respuesta añadida,Nombra un personaje de Pixar,Jack-Jack,,1
respuesta añadida,Nombra un personaje de Pixar,Ansiedad,,1
respuesta añadida,Nombra un personaje de Pixar,Síndrome,,2
respuesta añadida,Nombra un personaje de Pixar,Linguini,,2
respuesta añadida,Nombra un personaje de Pixar,Colette,,2
respuesta añadida,Nombra un personaje de Pixar,Perdigón,,2
respuesta añadida,Nombra un personaje de Pixar,Pete el Apestoso,,2
respuesta añadida,Nombra un personaje de Pixar,Ken,,2
respuesta añadida,Nombra un personaje de Pixar,Barbie,,2
respuesta añadida,Nombra un personaje de Pixar,Bonnie,,2
respuesta añadida,Nombra un personaje de Pixar,Sid,,2
respuesta añadida,Nombra un personaje de Pixar,Celia,,2
respuesta añadida,Nombra un personaje de Pixar,Bruce,,2
respuesta añadida,Nombra un personaje de Pixar,Gill,,2
respuesta añadida,Nombra un personaje de Pixar,Hank,,2
respuesta añadida,Nombra un personaje de Pixar,Ellie,,2
respuesta añadida,Nombra un personaje de Pixar,Charles Muntz,,2
respuesta añadida,Nombra un personaje de Pixar,Mamá Imelda,,2
respuesta añadida,Nombra un personaje de Pixar,Dante,,2
respuesta añadida,Nombra un personaje de Pixar,Joe Gardner,,2
respuesta añadida,Nombra un personaje de Pixar,Envidia,,2
respuesta añadida,Nombra un personaje de Pixar,Ennui,,2
respuesta añadida,Nombra un personaje de Pixar,Vergüenza,,2
respuesta añadida,Nombra un personaje de Pixar,Flik,,2
respuesta añadida,Nombra un personaje de Pixar,Atta,,2
respuesta añadida,Nombra un personaje de Pixar,Hopper,,2
respuesta añadida,Nombra un personaje de Pixar,Luigi,,2
respuesta añadida,Nombra un personaje de Pixar,Guido,,2
respuesta añadida,Nombra un personaje de Pixar,Chick Hicks,,2
respuesta añadida,Nombra un personaje de Pixar,Cruz Ramírez,,2
respuesta añadida,Nombra un personaje de Pixar,Mack,,2
respuesta añadida,Nombra un personaje de Pixar,Ramone,,2
respuesta añadida,Nombra un personaje de Pixar,Flo,,2
respuesta añadida,Nombra un personaje de Pixar,Fillmore,,2
respuesta añadida,Nombra un personaje de Pixar,Rey Fergus,,2
respuesta añadida,Nombra un personaje de Pixar,Reina Elinor,,2
respuesta añadida,Nombra un personaje de Pixar,Kevin,,2
respuesta añadida,Nombra un personaje de Pixar,Nostalgia,,2
respuesta añadida,Nombra un personaje de Pixar,Nigel,,3
respuesta añadida,Nombra un personaje de Pixar,Destiny,,3
respuesta añadida,Nombra un personaje de Pixar,Bailey,,3
respuesta añadida,Nombra un personaje de Pixar,Heimlich,,3
respuesta añadida,Nombra un personaje de Pixar,Francis,,3
respuesta añadida,Nombra un personaje de Pixar,Spot,,3
respuesta añadida,Nombra un personaje de Pixar,Jackson Storm,,3
respuesta añadida,Nombra un personaje de Pixar,Francesco Bernoulli,,3
respuesta añadida,Nombra un personaje de Pixar,Finn McMissile,,3
respuesta añadida,Nombra un personaje de Pixar,Holley Shiftwell,,3
respuesta añadida,Nombra un personaje de Pixar,Red,,3
respuesta añadida,Nombra un personaje de Pixar,Chispas,,3
respuesta añadida,Nombra un personaje de Pixar,Burbujas,,3
respuesta añadida,Nombra un personaje de Pixar,Dos Caras,,3
respuesta añadida,Nombra un personaje de Marvel,Doctor Muerte,,1
respuesta añadida,Nombra un personaje de Marvel,Mary Jane,,1
respuesta añadida,Nombra un personaje de Marvel,Gwen Stacy,,2
respuesta añadida,Nombra un personaje de Marvel,Tía May,,2
respuesta añadida,Nombra un personaje de Marvel,Pepper Potts,,2
respuesta añadida,Nombra un personaje de Marvel,Motorista Fantasma,,2
respuesta añadida,Nombra un personaje de Marvel,Blade,,2
respuesta añadida,Nombra un personaje de Marvel,Miles Morales,,2
respuesta añadida,Nombra un personaje de Marvel,Carnage,,2
respuesta añadida,Nombra un personaje de Marvel,Mysterio,,2
respuesta añadida,Nombra un personaje de Marvel,Electro,,2
respuesta añadida,Nombra un personaje de Marvel,Drax,,2
respuesta añadida,Nombra un personaje de Marvel,Yondu,,2
respuesta añadida,Nombra un personaje de Marvel,Odín,,2
respuesta añadida,Nombra un personaje de Marvel,Peggy Carter,,2
respuesta añadida,Nombra un personaje de Marvel,Mercurio,,2
respuesta añadida,Nombra un personaje de Marvel,Killmonger,,2
respuesta añadida,Nombra un personaje de Marvel,Shuri,,2
respuesta añadida,Nombra un personaje de Marvel,Buitre,,3
respuesta añadida,Nombra un personaje de Marvel,Hombre de Arena,,3
respuesta añadida,Nombra un personaje de Marvel,Lagarto,,3
respuesta añadida,Nombra un personaje de Marvel,Rino,,3
respuesta añadida,Nombra un personaje de Marvel,Gata Negra,,3
respuesta añadida,Nombra un personaje de Marvel,Luke Cage,,3
respuesta añadida,Nombra un personaje de Marvel,Jessica Jones,,3
respuesta añadida,Nombra un personaje de Marvel,Puño de Hierro,,3
respuesta añadida,Nombra un personaje de Marvel,Spider-Woman,,3
respuesta añadida,Nombra un personaje de Marvel,Spider-Gwen,,3
respuesta añadida,Nombra un personaje de Marvel,Ego,,3
respuesta añadida,Nombra un personaje de Marvel,Kraven,,3
respuesta añadida,Nombra un personaje de Marvel,Kate Bishop,,3
respuesta añadida,Nombra un personaje de Marvel,Yelena Belova,,3
respuesta añadida,Nombra un personaje de Marvel,Agatha Harkness,,3
respuesta añadida,Nombra un personaje de Marvel,Cable,,3
respuesta añadida,Nombra un personaje de Marvel,Apocalipsis,,3
respuesta añadida,Nombra un personaje de Marvel,Frigga,,3
respuesta añadida,Nombra un personaje de Marvel,Heimdall,,3
respuesta añadida,Nombra un personaje de Marvel,Valquiria,,3
respuesta añadida,Nombra un personaje de Marvel,Maria Hill,,3
respuesta añadida,Nombra un personaje de Marvel,Phil Coulson,,3
respuesta añadida,Nombra un personaje de Marvel,Howard Stark,,3
respuesta añadida,Nombra un personaje de Marvel,Happy Hogan,,3
respuesta añadida,Nombra un personaje de Marvel,Wong,,3
respuesta añadida,Nombra un personaje de Marvel,Okoye,,3
respuesta añadida,Nombra un personaje de Marvel,Morbius,,3
respuesta añadida,Nombra un personaje de Marvel,Escorpión,,4
respuesta añadida,Nombra un personaje de Marvel,Adam Warlock,,4
respuesta añadida,Nombra un personaje de Marvel,Nova,,4
respuesta añadida,Nombra un personaje de Marvel,Domino,,4
respuesta añadida,Nombra un personaje de Marvel,X-23,,4
respuesta añadida,Nombra un personaje de Marvel,Psylocke,,4
respuesta añadida,Nombra un personaje de Marvel,Mister Siniestro,,4
respuesta añadida,Nombra un personaje de Marvel,Rayo Negro,,4
respuesta añadida,Nombra un personaje de Marvel,Sif,,4
respuesta añadida,Nombra un personaje de Marvel,Ancestral,,4
respuesta añadida,Nombra un personaje de Marvel,M'Baku,,4
respuesta añadida,Nombra un personaje de Marvel,Sylvie,,4
respuesta añadida,Nombra un personaje de Marvel,Mobius,,4
respuesta añadida,Nombra un personaje de Marvel,Madame Web,,4
respuesta añadida,Nombra un personaje de Marvel,El que permanece,,5
respuesta añadida,Nombra un personaje de Marvel,Silver Sable,,5
respuesta añadida,Nombra un personaje de Friends,Frank Buffay Jr.,,3
respuesta añadida,Nombra un personaje de Friends,Kathy,,3
respuesta añadida,Nombra un personaje de Friends,Barry Farber,,3
respuesta añadida,Nombra un personaje de Friends,Janine Lecroix,,3
respuesta añadida,Nombra un personaje de Friends,Dr. Drake Ramoray,,3
respuesta añadida,Nombra un personaje de Friends,Alice Knight,,4
respuesta añadida,Nombra un personaje de Friends,Joshua,,4
respuesta añadida,Nombra un personaje de Friends,Pete Becker,,4
respuesta añadida,Nombra un personaje de Friends,Gary,,4
respuesta añadida,Nombra un personaje de Friends,Erica,,4
respuesta añadida,Nombra un personaje de Friends,Sandra Green,,4
respuesta añadida,Nombra un personaje de Friends,Mr. Treeger,,4
respuesta añadida,Nombra un personaje de Friends,Bonnie,,4
respuesta añadida,Nombra un personaje de Friends,Joanna,,4
respuesta añadida,Nombra un personaje de Friends,Frank Buffay,,4
respuesta añadida,Nombra un personaje de Friends,Phoebe Abbott,,4
respuesta añadida,Nombra un personaje de Friends,Charles Bing,,4
respuesta añadida,Nombra un personaje de Friends,Tim Burke,,5
respuesta añadida,Nombra un personaje de Friends,Kate Miller,,5
respuesta añadida,Nombra un personaje de Friends,Sophie,,5
respuesta añadida,Nombra un personaje de The Office,Cathy Simms,,4
respuesta añadida,Nombra un personaje de The Office,Robert Lipton,,4
respuesta añadida,Nombra un personaje de The Office,Esther Bruegger,,5
respuesta añadida,Nombra un personaje de The Office,Isabel Poreba,,5
respuesta añadida,Nombra un personaje de The Office,Brian Wittle,,5
respuesta añadida,Nombra una serie de Netflix,Emily en París,,1
respuesta añadida,Nombra una serie de Netflix,Heartstopper,,1
respuesta añadida,Nombra una serie de Netflix,Por trece razones,,1
respuesta añadida,Nombra una serie de Netflix,House of Cards,,1
respuesta añadida,Nombra una serie de Netflix,Orange Is the New Black,,1
respuesta añadida,Nombra una serie de Netflix,One Piece,,1
respuesta añadida,Nombra una serie de Netflix,Monstruo,,1
respuesta añadida,Nombra una serie de Netflix,Dahmer,,1
respuesta añadida,Nombra una serie de Netflix,Adolescencia,,1
respuesta añadida,Nombra una serie de Netflix,Berlín,,1
respuesta añadida,Nombra una serie de Netflix,Las chicas del cable,,1
respuesta añadida,Nombra una serie de Netflix,Machos alfa,,1
